SA2_code,y.liver.male,sd.liver.male,y.liver.female,sd.liver.female,y.liver.persons,sd.liver.persons
21222,-0.10536051565782628,0.19152431268922782,0.131028262406404,0.22157425849166149,0.009950330853168092,0.1629354164742001
21223,0.412109650826833,0.14593115879803636,0.1823215567939546,0.17469743476583038,0.3852624007906449,0.12822164708209496
21224,-0.15082288973458366,0.20289947329903543,-0.05129329438755058,0.21574329123471103,-0.11653381625595151,0.18140342690125075
21225,-0.07257069283483537,0.1939058125422429,0.058268908123975824,0.21006873526620398,0.009950330853168092,0.17741026194828968
21226,0.1823215567939546,0.1982948927509098,0.3293037471426003,0.22015412341385707,0.26236426446749106,0.17724556487418533
21228,0.1823215567939546,0.1593748393072206,0.22314355131420976,0.16874569485317747,0.1823215567939546,0.1435777854276457
21229,0.27763173659827955,0.15254164678862972,0.25464221837358075,0.17840497371415756,0.2700271372130602,0.1269217633684221
21230,0.13976194237515863,0.22574167218240054,0.28517894223366247,0.24027705994268939,0.19885085874516517,0.1955942658711727
21231,0.2700271372130602,0.18158739472114038,0.20701416938432612,0.19990935291039688,0.2468600779315258,0.15956923979790655
21232,0.131028262406404,0.18554488746413417,0.06765864847381486,0.19886030539033706,0.13976194237515863,0.16207291054271267
21233,0.009950330853168092,0.24731934233823413,-0.01005033585350145,0.2637081317458946,0.01980262729617973,0.22649560659997986
21234,-0.030459207484708574,0.2291681338484151,0.01980262729617973,0.23603240915720056,-0.01005033585350145,0.20169017175721754
21235,-0.09431067947124129,0.17406671296059545,-0.09431067947124129,0.18976653881098002,-0.11653381625595151,0.15671131421663326
21236,0.4054651081081644,0.18129628618652846,0.29266961396282004,0.20176786978243927,0.4252677354043441,0.16398990412430153
21237,0.3148107398400336,0.16953699092780858,0.27763173659827955,0.19645726350865164,0.35065687161316933,0.14587752931550085
21238,0.3293037471426003,0.13187903967322387,0.22314355131420976,0.15687994885100032,0.30010459245033816,0.1176141115366491
21239,0.30010459245033816,0.16896284917934673,0.1823215567939546,0.19540421033474792,0.23901690047049992,0.14878130132228085
21240,0.0769610411361284,0.2068699531164104,0,0.2202971512375193,0.02955880224154443,0.18494045180330573
